RprtDt,StateCd,Number of plan reassessments,Questionnaire,Indicator number,Indicator description,percentage Baseline,percentage Reassessment 1,percentage Reassessment 2,percentage Reassessment 3,percentage Reassessment 4,percentage Reassessment 5,percentage Reassessment 6,percentage Reassessment 7,percentage Reassessment 8
31/12/2024,TAS,5,Participant 25 and over,13,% unable to do a course or training they wanted to do in the last 12 months,0.26,0.27,0.26,0.16,0.27,0.18,na,na,na
31/12/2024,TAS,5,Participant 25 and over,14,% who have a paid job,0.32,0.34,0.25,0.30,0.17,0.27,na,na,na
31/12/2024,TAS,5,Participant 25 and over,15,% who volunteer,0.12,0.15,0.16,0.15,0.08,0.12,na,na,na
31/12/2024,TAS,5,Participant 25 and over,16,Has the NDIS helped you have more choices and more control over your life?,na,0.71,0.73,0.77,0.89,0.90,na,na,na
31/12/2024,TAS,5,Participant 25 and over,17,Has the NDIS helped you with daily living activities?,na,0.74,0.77,0.81,0.86,0.90,na,na,na
31/12/2024,TAS,5,Participant 25 and over,18,Has the NDIS helped you to meet more people?,na,0.46,0.56,0.52,0.59,0.75,na,na,na
31/12/2024,TAS,5,Participant 25 and over,19,Has your involvement with the NDIS helped you to choose a home that's right for you?,na,0.26,0.29,0.24,0.36,0.43,na,na,na
31/12/2024,TAS,5,Participant 25 and over,20,Has your involvement with the NDIS improved your health and wellbeing?,na,0.46,0.50,0.49,0.48,0.74,na,na,na
31/12/2024,TAS,5,Participant 25 and over,21,Has your involvement with the NDIS helped you to learn things you want to learn or to take courses you want to take?,na,0.27,0.31,0.22,0.30,0.45,na,na,na
31/12/2024,TAS,5,Participant 25 and over,22,Has your involvement with the NDIS helped you find a job that's right for you?,na,0.20,0.12,0.14,0.15,0.29,na,na,na
31/12/2024,TAS,5,Participant 25 and over,23,Has the NDIS helped you be more involved?,na,0.63,0.63,0.62,0.68,0.82,na,na,na
31/12/2024,VIC,5,Participant 25 and over,1,% who choose who supports them,0.54,0.54,0.54,0.54,0.49,0.56,na,na,na
31/12/2024,VIC,5,Participant 25 and over,2,% who choose what they do each day,0.62,0.62,0.62,0.63,0.59,0.63,na,na,na
31/12/2024,VIC,5,Participant 25 and over,3,% who had been given the opportunity to participate in a self-advocacy group meeting,0.28,0.29,0.29,0.29,0.30,0.30,na,na,na
31/12/2024,VIC,5,Participant 25 and over,4,% who want more choice and control in their life,0.79,0.83,0.84,0.86,0.85,0.86,na,na,na
31/12/2024,VIC,5,Participant 25 and over,5,% with no friends other than family or paid staff,0.31,0.31,0.30,0.29,0.30,0.31,na,na,na
31/12/2024,VIC,5,Participant 25 and over,6,"% who have been actively involved in a community, cultural or religious group in the last 12 months",0.37,0.41,0.42,0.41,0.44,0.45,na,na,na
31/12/2024,VIC,5,Participant 25 and over,7,% who are happy with their home,0.71,0.71,0.71,0.71,0.67,0.72,na,na,na
31/12/2024,VIC,5,Participant 25 and over,8,% who feel safe or very safe in their home,0.74,0.73,0.72,0.70,0.70,0.71,na,na,na
31/12/2024,VIC,5,Participant 25 and over,9,"% who rate their health as good, very good or excellent",0.47,0.45,0.43,0.42,0.36,0.42,na,na,na
31/12/2024,VIC,5,Participant 25 and over,10,% who did not have any difficulties accessing health services,0.63,0.65,0.66,0.67,0.66,0.66,na,na,na
31/12/2024,VIC,5,Participant 25 and over,11,"% who participate in education, training or skill development",0.18,0.20,0.21,0.21,0.18,0.16,na,na,na
31/12/2024,VIC,5,Participant 25 and over,12,"Of those who participate, % who do so in mainstream settings",0.40,0.38,0.39,0.39,0.28,0.36,na,na,na
31/12/2024,VIC,5,Participant 25 and over,13,% unable to do a course or training they wanted to do in the last 12 months,0.41,0.40,0.36,0.37,0.33,0.32,na,na,na
31/12/2024,VIC,5,Participant 25 and over,14,% who have a paid job,0.23,0.23,0.23,0.23,0.18,0.22,na,na,na
31/12/2024,VIC,5,Participant 25 and over,15,% who volunteer,0.12,0.14,0.13,0.14,0.10,0.11,na,na,na
31/12/2024,VIC,5,Participant 25 and over,16,Has the NDIS helped you have more choices and more control over your life?,na,0.67,0.75,0.78,0.81,0.85,na,na,na
31/12/2024,VIC,5,Participant 25 and over,17,Has the NDIS helped you with daily living activities?,na,0.70,0.78,0.82,0.84,0.88,na,na,na
31/12/2024,VIC,5,Participant 25 and over,18,Has the NDIS helped you to meet more people?,na,0.48,0.54,0.57,0.61,0.68,na,na,na
31/12/2024,VIC,5,Participant 25 and over,19,Has your involvement with the NDIS helped you to choose a home that's right for you?,na,0.28,0.29,0.29,0.36,0.39,na,na,na
31/12/2024,VIC,5,Participant 25 and over,20,Has your involvement with the NDIS improved your health and wellbeing?,na,0.49,0.53,0.56,0.58,0.67,na,na,na
31/12/2024,VIC,5,Participant 25 and over,21,Has your involvement with the NDIS helped you to learn things you want to learn or to take courses you want to take?,na,0.29,0.31,0.32,0.34,0.41,na,na,na
31/12/2024,VIC,5,Participant 25 and over,22,Has your involvement with the NDIS helped you find a job that's right for you?,na,0.17,0.16,0.16,0.14,0.22,na,na,na
31/12/2024,VIC,5,Participant 25 and over,23,Has the NDIS helped you be more involved?,na,0.57,0.63,0.66,0.70,0.77,na,na,na
31/12/2024,WA,5,Participant 25 and over,1,% who choose who supports them,0.62,0.61,0.59,0.59,0.51,0.62,na,na,na
31/12/2024,WA,5,Participant 25 and over,2,% who choose what they do each day,0.71,0.70,0.67,0.67,0.57,0.69,na,na,na
31/12/2024,WA,5,Participant 25 and over,3,% who had been given the opportunity to participate in a self-advocacy group meeting,0.24,0.24,0.30,0.28,0.30,0.26,na,na,na
31/12/2024,WA,5,Participant 25 and over,4,% who want more choice and control in their life,0.64,0.72,0.74,0.77,0.75,0.78,na,na,na
31/12/2024,WA,5,Participant 25 and over,5,% with no friends other than family or paid staff,0.30,0.30,0.30,0.33,0.39,0.31,na,na,na
31/12/2024,WA,5,Participant 25 and over,6,"% who have been actively involved in a community, cultural or religious group in the last 12 months",0.46,0.47,0.45,0.46,0.40,0.50,na,na,na
31/12/2024,WA,5,Participant 25 and over,7,% who are happy with their home,0.80,0.80,0.79,0.75,0.71,0.75,na,na,na
31/12/2024,WA,5,Participant 25 and over,8,% who feel safe or very safe in their home,0.75,0.71,0.70,0.69,0.67,0.72,na,na,na
31/12/2024,WA,5,Participant 25 and over,9,"% who rate their health as good, very good or excellent",0.51,0.49,0.46,0.46,0.38,0.50,na,na,na
31/12/2024,WA,5,Participant 25 and over,10,% who did not have any difficulties accessing health services,0.79,0.78,0.80,0.80,0.81,0.76,na,na,na
31/12/2024,WA,5,Participant 25 and over,11,"% who participate in education, training or skill development",0.11,0.11,0.10,0.11,0.10,0.08,na,na,na
31/12/2024,WA,5,Participant 25 and over,12,"Of those who participate, % who do so in mainstream settings",0.69,0.75,na,na,na,0.77,na,na,na
31/12/2024,WA,5,Participant 25 and over,13,% unable to do a course or training they wanted to do in the last 12 months,0.32,0.32,0.30,0.26,0.26,0.23,na,na,na
31/12/2024,WA,5,Participant 25 and over,14,% who have a paid job,0.30,0.27,0.25,0.29,0.17,0.28,na,na,na
31/12/2024,WA,5,Participant 25 and over,15,% who volunteer,0.16,0.18,0.17,0.17,0.12,0.14,na,na,na
31/12/2024,WA,5,Participant 25 and over,16,Has the NDIS helped you have more choices and more control over your life?,na,0.77,0.82,0.83,0.79,0.88,na,na,na
31/12/2024,WA,5,Participant 25 and over,17,Has the NDIS helped you with daily living activities?,na,0.83,0.88,0.87,0.89,0.92,na,na,na
31/12/2024,WA,5,Participant 25 and over,18,Has the NDIS helped you to meet more people?,na,0.63,0.66,0.69,0.70,0.76,na,na,na
31/12/2024,WA,5,Participant 25 and over,19,Has your involvement with the NDIS helped you to choose a home that's right for you?,na,0.40,0.41,0.39,0.46,0.51,na,na,na
31/12/2024,WA,5,Participant 25 and over,20,Has your involvement with the NDIS improved your health and wellbeing?,na,0.63,0.68,0.69,0.66,0.78,na,na,na
31/12/2024,WA,5,Participant 25 and over,21,Has your involvement with the NDIS helped you to learn things you want to learn or to take courses you want to take?,na,0.38,0.38,0.31,0.33,0.46,na,na,na
31/12/2024,WA,5,Participant 25 and over,22,Has your involvement with the NDIS helped you find a job that's right for you?,na,0.28,0.24,0.21,0.21,0.34,na,na,na
31/12/2024,WA,5,Participant 25 and over,23,Has the NDIS helped you be more involved?,na,0.69,0.74,0.75,0.78,0.82,na,na,na
31/12/2024,ACT,5,Family/carer of participant 0 to 14,1,% receiving Carer Payment,0.12,0.14,0.17,0.20,na,0.10,na,na,na
31/12/2024,ACT,5,Family/carer of participant 0 to 14,2,% receiving Carer Allowance,0.24,0.29,0.30,0.50,na,0.45,na,na,na
31/12/2024,ACT,5,Family/carer of participant 0 to 14,3,% working in a paid job,0.54,0.55,0.59,0.60,na,0.72,na,na,na
31/12/2024,ACT,5,Family/carer of participant 0 to 14,4,"Of those in a paid job, % in permanent employment",0.95,0.88,0.78,na,na,0.87,na,na,na
31/12/2024,ACT,5,Family/carer of participant 0 to 14,5,"Of those in a paid job, % working 15 hours or more",0.85,0.85,na,na,na,0.97,na,na,na
31/12/2024,ACT,5,Family/carer of participant 0 to 14,6,% who say they (and their partner) are able to work as much as they want,0.48,0.50,0.48,na,na,0.44,na,na,na
31/12/2024,ACT,5,Family/carer of participant 0 to 14,7,"Of those unable to work as much as they want, % who say the situation of their child/family member with disability is a barrier to working more",0.82,0.85,na,na,na,0.93,na,na,na
31/12/2024,ACT,5,Family/carer of participant 0 to 14,8,"Of those unable to work as much as they want, % who say insufficient flexibility of jobs is a barrier to working more",0.32,0.35,na,na,na,0.32,na,na,na
31/12/2024,ACT,5,Family/carer of participant 0 to 14,9,% able to advocate for their child/family member,0.79,0.84,0.84,0.85,na,0.80,na,na,na
31/12/2024,ACT,5,Family/carer of participant 0 to 14,10,% who have friends and family they see as often as they like,0.53,0.51,0.61,0.40,na,0.46,na,na,na
31/12/2024,ACT,5,Family/carer of participant 0 to 14,11,% who feel very confident or somewhat confident in supporting their child's development,0.87,0.94,0.96,1.00,na,0.93,na,na,na
31/12/2024,ACT,5,Family/carer of participant 0 to 14,12,"% who rate their health as excellent, very good or good",0.77,0.76,0.71,na,na,0.69,na,na,na
31/12/2024,ACT,5,Family/carer of participant 0 to 14,13,Has the NDIS improved your capacity to advocate (stand up) for your child?,na,0.72,0.77,0.68,na,0.76,na,na,na
31/12/2024,ACT,5,Family/carer of participant 0 to 14,14,Has the NDIS improved the level of support for your family?,na,0.77,0.85,0.82,na,0.83,na,na,na
31/12/2024,ACT,5,Family/carer of participant 0 to 14,15,"Has the NDIS improved your access to services, programs and activities in the community?",na,0.79,0.89,0.86,na,0.79,na,na,na
31/12/2024,ACT,5,Family/carer of participant 0 to 14,16,Has the NDIS improved your ability/capacity to help your child develop and learn?,na,0.87,0.91,0.89,na,0.84,na,na,na
31/12/2024,ACT,5,Family/carer of participant 0 to 14,17,Has the NDIS improved your health and wellbeing?,na,0.50,0.56,0.54,na,0.51,na,na,na
31/12/2024,ALL,5,Family/carer of participant 0 to 14,1,% receiving Carer Payment,0.20,0.22,0.23,0.25,0.27,0.27,na,na,na
31/12/2024,ALL,5,Family/carer of participant 0 to 14,2,% receiving Carer Allowance,0.46,0.55,0.61,0.62,0.64,0.61,na,na,na
31/12/2024,ALL,5,Family/carer of participant 0 to 14,3,% working in a paid job,0.44,0.45,0.47,0.49,0.49,0.56,na,na,na
31/12/2024,ALL,5,Family/carer of participant 0 to 14,4,"Of those in a paid job, % in permanent employment",0.77,0.79,0.79,0.80,0.81,0.81,na,na,na
31/12/2024,ALL,5,Family/carer of participant 0 to 14,5,"Of those in a paid job, % working 15 hours or more",0.78,0.81,0.80,0.82,0.87,0.86,na,na,na
31/12/2024,ALL,5,Family/carer of participant 0 to 14,6,% who say they (and their partner) are able to work as much as they want,0.39,0.38,0.38,0.37,0.34,0.37,na,na,na
31/12/2024,ALL,5,Family/carer of participant 0 to 14,7,"Of those unable to work as much as they want, % who say the situation of their child/family member with disability is a barrier to working more",0.88,0.90,0.92,0.93,0.94,0.94,na,na,na
31/12/2024,ALL,5,Family/carer of participant 0 to 14,8,"Of those unable to work as much as they want, % who say insufficient flexibility of jobs is a barrier to working more",0.37,0.40,0.42,0.43,0.39,0.36,na,na,na
31/12/2024,ALL,5,Family/carer of participant 0 to 14,9,% able to advocate for their child/family member,0.78,0.81,0.82,0.79,0.76,0.76,na,na,na
31/12/2024,ALL,5,Family/carer of participant 0 to 14,10,% who have friends and family they see as often as they like,0.47,0.46,0.43,0.41,0.38,0.38,na,na,na
31/12/2024,ALL,5,Family/carer of participant 0 to 14,11,% who feel very confident or somewhat confident in supporting their child's development,0.88,0.91,0.91,0.90,0.85,0.88,na,na,na
31/12/2024,ALL,5,Family/carer of participant 0 to 14,12,"% who rate their health as excellent, very good or good",0.75,0.72,0.67,0.63,0.57,0.61,na,na,na
31/12/2024,ALL,5,Family/carer of participant 0 to 14,13,Has the NDIS improved your capacity to advocate (stand up) for your child?,na,0.63,0.67,0.69,0.72,0.74,na,na,na
31/12/2024,ALL,5,Family/carer of participant 0 to 14,14,Has the NDIS improved the level of support for your family?,na,0.68,0.73,0.73,0.75,0.79,na,na,na
31/12/2024,ALL,5,Family/carer of participant 0 to 14,15,"Has the NDIS improved your access to services, programs and activities in the community?",na,0.72,0.75,0.76,0.77,0.79,na,na,na
31/12/2024,ALL,5,Family/carer of participant 0 to 14,16,Has the NDIS improved your ability/capacity to help your child develop and learn?,na,0.75,0.79,0.81,0.80,0.82,na,na,na
31/12/2024,ALL,5,Family/carer of participant 0 to 14,17,Has the NDIS improved your health and wellbeing?,na,0.43,0.45,0.44,0.46,0.51,na,na,na
31/12/2024,NSW,5,Family/carer of participant 0 to 14,1,% receiving Carer Payment,0.20,0.22,0.25,0.26,0.29,0.28,na,na,na
31/12/2024,NSW,5,Family/carer of participant 0 to 14,2,% receiving Carer Allowance,0.45,0.56,0.61,0.63,0.66,0.62,na,na,na
31/12/2024,NSW,5,Family/carer of participant 0 to 14,3,% working in a paid job,0.44,0.45,0.48,0.47,0.50,0.56,na,na,na
31/12/2024,NSW,5,Family/carer of participant 0 to 14,4,"Of those in a paid job, % in permanent employment",0.74,0.78,0.79,0.81,0.80,0.81,na,na,na
31/12/2024,NSW,5,Family/carer of participant 0 to 14,5,"Of those in a paid job, % working 15 hours or more",0.77,0.82,0.80,0.81,0.83,0.86,na,na,na
31/12/2024,NSW,5,Family/carer of participant 0 to 14,6,% who say they (and their partner) are able to work as much as they want,0.39,0.39,0.40,0.39,0.34,0.38,na,na,na
31/12/2024,NSW,5,Family/carer of participant 0 to 14,7,"Of those unable to work as much as they want, % who say the situation of their child/family member with disability is a barrier to working more",0.87,0.89,0.91,0.93,0.95,0.93,na,na,na
31/12/2024,NSW,5,Family/carer of participant 0 to 14,8,"Of those unable to work as much as they want, % who say insufficient flexibility of jobs is a barrier to working more",0.38,0.42,0.44,0.45,0.38,0.39,na,na,na
31/12/2024,NSW,5,Family/carer of participant 0 to 14,9,% able to advocate for their child/family member,0.80,0.83,0.83,0.81,0.81,0.78,na,na,na
31/12/2024,NSW,5,Family/carer of participant 0 to 14,10,% who have friends and family they see as often as they like,0.50,0.48,0.46,0.42,0.40,0.39,na,na,na
31/12/2024,NSW,5,Family/carer of participant 0 to 14,11,% who feel very confident or somewhat confident in supporting their child's development,0.87,0.91,0.91,0.91,0.86,0.88,na,na,na
31/12/2024,NSW,5,Family/carer of participant 0 to 14,12,"% who rate their health as excellent, very good or good",0.76,0.74,0.68,0.64,0.60,0.61,na,na,na
31/12/2024,NSW,5,Family/carer of participant 0 to 14,13,Has the NDIS improved your capacity to advocate (stand up) for your child?,na,0.60,0.65,0.67,0.70,0.71,na,na,na
31/12/2024,NSW,5,Family/carer of participant 0 to 14,14,Has the NDIS improved the level of support for your family?,na,0.65,0.71,0.72,0.73,0.76,na,na,na
31/12/2024,NSW,5,Family/carer of participant 0 to 14,15,"Has the NDIS improved your access to services, programs and activities in the community?",na,0.69,0.73,0.76,0.75,0.78,na,na,na
31/12/2024,NSW,5,Family/carer of participant 0 to 14,16,Has the NDIS improved your ability/capacity to help your child develop and learn?,na,0.73,0.79,0.81,0.81,0.80,na,na,na
31/12/2024,NSW,5,Family/carer of participant 0 to 14,17,Has the NDIS improved your health and wellbeing?,na,0.42,0.45,0.44,0.46,0.47,na,na,na
31/12/2024,NT,5,Family/carer of participant 0 to 14,1,% receiving Carer Payment,0.17,0.11,na,na,na,0.15,na,na,na
31/12/2024,NT,5,Family/carer of participant 0 to 14,2,% receiving Carer Allowance,0.41,0.51,na,na,na,0.48,na,na,na
31/12/2024,NT,5,Family/carer of participant 0 to 14,3,% working in a paid job,0.46,0.49,na,na,na,0.57,na,na,na
31/12/2024,NT,5,Family/carer of participant 0 to 14,4,"Of those in a paid job, % in permanent employment",0.91,na,na,na,na,0.82,na,na,na
31/12/2024,NT,5,Family/carer of participant 0 to 14,5,"Of those in a paid job, % working 15 hours or more",0.90,na,na,na,na,0.90,na,na,na
31/12/2024,NT,5,Family/carer of participant 0 to 14,6,% who say they (and their partner) are able to work as much as they want,0.51,0.47,na,na,na,0.47,na,na,na
31/12/2024,NT,5,Family/carer of participant 0 to 14,7,"Of those unable to work as much as they want, % who say the situation of their child/family member with disability is a barrier to working more",0.90,na,na,na,na,0.90,na,na,na
31/12/2024,NT,5,Family/carer of participant 0 to 14,8,"Of those unable to work as much as they want, % who say insufficient flexibility of jobs is a barrier to working more",0.40,na,na,na,na,0.45,na,na,na
31/12/2024,NT,5,Family/carer of participant 0 to 14,9,% able to advocate for their child/family member,0.72,0.66,na,na,na,0.69,na,na,na
31/12/2024,NT,5,Family/carer of participant 0 to 14,10,% who have friends and family they see as often as they like,0.59,0.69,na,na,na,0.41,na,na,na
31/12/2024,NT,5,Family/carer of participant 0 to 14,11,% who feel very confident or somewhat confident in supporting their child's development,0.91,0.89,na,na,na,0.87,na,na,na
